 2450002.67293  -28.9807853699                   1.3451385 
 2450002.80777  -33.4948234558                   1.4675213 
 2450002.96133  -38.0080032349                   1.8407817 
 2450003.62656  -9.87888336182                   1.1571392 
 2450003.73272  -2.04379463196                   0.9810482 
 2450003.90064    11.274435997                   1.2261995 
 2450004.60587   61.5904388428                   0.9482159 
 2450004.78459   68.0201721191                    1.077486 
 2450004.90837   71.7141952515                   1.3151617 
 2450005.60526    54.656375885                   1.1321169 
 2450005.92459   30.5654525757                   1.3783689 
 2450011.64341  -29.6915931702                   1.8058172 
 2450011.83711  -26.5226593018                     1.78493 
 2450012.63575   37.2279968262                   2.0257034 
 2450012.86571   51.5390701294                   2.5765631 
 2450013.62315   77.6797943115                   1.8380672 
 2450013.83022   69.2781677246                   2.3322988 
 2450021.63936   73.0943145752                   1.2003094 
 2450021.71274   73.4028167725                   1.9941957 
 2450023.62467  -21.8374004364                   1.3384485 
 2450023.70161  -22.4744129181                    1.529067 
 2450024.63927  -24.3605880737                   1.2020191 
 2450024.72605  -18.6652240753                   1.3079183 
 2450024.81611   -13.259806633                   1.6188576 
 2450025.62213   60.4035491943                   1.7862985 
 2450025.73967   63.6633071899                   1.2280768 
 2450026.63323   83.4442214966                   1.6545018 
 2450026.71689   77.5289764404                   1.8315089 
 2450027.66207  -5.61264801025                   1.4013745 
 2450027.75233   -14.618730545                   1.5225821 
 2450028.63238  -19.2064819336                    1.268379 
 2450028.72281  -20.6932048798                   1.2320607 
 2450028.78027  -17.8799991608                   2.6300004 
 2450029.60731   39.5819473267                   1.5834931 
 2450029.72199   48.1019706726                   1.2369225 
 2450030.61909   74.0215759277                   1.6919818 
 2450030.72008     74.13722229                   1.5803404 
 2450030.83278   70.2346954346                   1.9143424 
 2450031.68188   11.3425216675                   1.4183177 
 2450031.75039   8.21937465668                   2.3064034 
 2450032.62199    -30.33177948                   1.1400977 
 2450032.69336  -21.6926727295                   1.7983264 
 2450033.62959   22.9748802185                   1.1880504 
 2450033.71225   29.7594184875                   1.4259732 
 2450035.59665   30.7952156067                   1.0543205 
 2450040.74902  -25.3099994659                   3.4200001 
 2450041.60405  -8.91360282898                    1.820228 
  2450041.7148  -5.32138824463                   1.2465675 
 2450043.64409   69.9151077271                   1.7642208 
 2450044.65027  -15.7352762222                   1.6240871 
 2450045.60756  -19.2740058899                   1.7249494 
  2450046.7041   54.0830421448                   1.4330231 
 2450048.65514  0.411290645599                   2.5485241 
 2450048.76251  -6.01169919968                   3.7259498 
 2450058.58495  -12.3855743408                   1.6917124 
 2450068.68328   87.6804351807                    2.202286 
 2450072.64648   72.3600006104                   1.8300002 
  2450073.6709   30.3899993896                   2.8800001 
 2450086.72949   1.79999995232                        2.77 
 2450087.58887  -32.5499992371                   2.3900001 
 2450088.61133   11.9499998093                        1.87 
 2450089.68457   76.2799987793                        1.85 
 2450090.66113   29.4799995422                        2.21 
 2450091.61328  -30.4200000763                   1.7899998 
 2450182.02539   43.3499984741                        2.77 
 2450215.98138   57.5708999634                   2.1138833 
 2450224.98706   112.006546021                  10.4781961 
 2450231.97559  -21.1100006104                        4.52 
 2450232.96776    60.010219574                   2.5885856 
 2450233.99707   75.3300018311                   3.9200001 
 2450235.95308  -23.9790344238                   2.1880758 
 2450262.99121   75.6699981689                         1.5 
 2450298.92383  -37.3199996948                        1.91 
 2450304.88867   60.8699989319                         1.8 
 2450326.89648   66.6900024414                   1.7800001 
